Sample,Class,hsa-let-7a-3p,hsa-let-7a-5p,hsa-let-7b-3p,hsa-let-7b-5p,hsa-let-7c-5p,hsa-let-7d-3p,hsa-let-7d-5p,hsa-let-7e-5p,hsa-let-7f-5p,hsa-let-7g-5p,hsa-let-7i-5p,hsa-miR-1,hsa-miR-7-5p,hsa-miR-10a-5p,hsa-miR-10b-5p,hsa-miR-15b-3p,hsa-miR-15b-5p,hsa-miR-16-2-3p,hsa-miR-16-5p,hsa-miR-17-5p,hsa-miR-19a-3p,hsa-miR-19b-3p,hsa-miR-20a-5p,hsa-miR-20b-5p,hsa-miR-21-5p,hsa-miR-22-3p,hsa-miR-22-5p,hsa-miR-23a-3p,hsa-miR-23b-3p,hsa-miR-24-2-5p,hsa-miR-24-3p,hsa-miR-25-3p,hsa-miR-26a-5p,hsa-miR-26b-5p,hsa-miR-27a-3p,hsa-miR-27b-3p,hsa-miR-28-3p,hsa-miR-28-5p,hsa-miR-29a-3p,hsa-miR-30a-3p,hsa-miR-30a-5p,hsa-miR-30c-5p,hsa-miR-30d-5p,hsa-miR-30e-3p,hsa-miR-30e-5p,hsa-miR-32-5p,hsa-miR-92a-3p,hsa-miR-92b-3p,hsa-miR-93-5p,hsa-miR-98-5p,hsa-miR-99a-5p,hsa-miR-99b-5p,hsa-miR-100-5p,hsa-miR-101-3p,hsa-miR-103a-3p,hsa-miR-106b-3p,hsa-miR-106b-5p,hsa-miR-107,hsa-miR-122-5p,hsa-miR-125a-5p,hsa-miR-125b-5p,hsa-miR-126-3p,hsa-miR-126-5p,hsa-miR-128-3p,hsa-miR-130a-3p,hsa-miR-130b-5p,hsa-miR-134-5p,hsa-miR-139-3p,hsa-miR-139-5p,hsa-miR-140-3p,hsa-miR-140-5p,hsa-miR-142-3p,hsa-miR-142-5p,hsa-miR-143-3p,hsa-miR-144-3p,hsa-miR-144-5p,hsa-miR-145-3p,hsa-miR-146a-5p,hsa-miR-146b-5p,hsa-miR-148a-3p,hsa-miR-148a-5p,hsa-miR-148b-3p,hsa-miR-150-5p,hsa-miR-151a-3p,hsa-miR-152-3p,hsa-miR-155-5p,hsa-miR-181a-2-3p,hsa-miR-181a-5p,hsa-miR-181b-5p,hsa-miR-181d-5p,hsa-miR-182-5p,hsa-miR-183-5p,hsa-miR-185-3p,hsa-miR-185-5p,hsa-miR-186-5p,hsa-miR-191-5p,hsa-miR-192-5p,hsa-miR-193a-5p,hsa-miR-194-5p,hsa-miR-197-3p,hsa-miR-199a-3p,hsa-miR-199a-5p,hsa-miR-199b-3p,hsa-miR-200a-3p,hsa-miR-200c-3p,hsa-miR-203a,hsa-miR-215-5p,hsa-miR-221-3p,hsa-miR-222-3p,hsa-miR-223-3p,hsa-miR-223-5p,hsa-miR-224-5p,hsa-miR-320a,hsa-miR-320b,hsa-miR-320c,hsa-miR-320d,hsa-miR-323a-3p,hsa-miR-323b-3p,hsa-miR-328-3p,hsa-miR-330-3p,hsa-miR-335-3p,hsa-miR-335-5p,hsa-miR-338-5p,hsa-miR-339-3p,hsa-miR-340-3p,hsa-miR-340-5p,hsa-miR-342-5p,hsa-miR-345-5p,hsa-miR-361-3p,hsa-miR-361-5p,hsa-miR-363-3p,hsa-miR-370-3p,hsa-miR-374a-5p,hsa-miR-375,hsa-miR-378a-3p,hsa-miR-378c,hsa-miR-379-5p,hsa-miR-381-3p,hsa-miR-382-5p,hsa-miR-409-3p,hsa-miR-421,hsa-miR-423-3p,hsa-miR-423-5p,hsa-miR-424-3p,hsa-miR-425-3p,hsa-miR-425-5p,hsa-miR-432-5p,hsa-miR-450a-5p,hsa-miR-450b-5p,hsa-miR-451a,hsa-miR-483-5p,hsa-miR-484,hsa-miR-486-3p,hsa-miR-486-5p,hsa-miR-493-5p,hsa-miR-500a-3p,hsa-miR-501-3p,hsa-miR-502-3p,hsa-miR-503-5p,hsa-miR-532-5p,hsa-miR-543,hsa-miR-550a-5p,hsa-miR-574-5p,hsa-miR-576-3p,hsa-miR-584-5p,hsa-miR-589-5p,hsa-miR-625-3p,hsa-miR-629-5p,hsa-miR-652-3p,hsa-miR-654-3p,hsa-miR-660-5p,hsa-miR-664a-5p,hsa-miR-744-5p,hsa-miR-769-5p,hsa-miR-941,hsa-miR-942-5p,hsa-miR-1180-3p,hsa-miR-1246,hsa-miR-1285-3p,hsa-miR-1301-3p,hsa-miR-1307-3p,hsa-miR-1307-5p,hsa-miR-1908-5p,hsa-miR-2110,hsa-miR-3158-3p,hsa-miR-3613-5p,hsa-miR-3615,hsa-miR-4433b-3p,hsa-miR-4443,hsa-miR-4732-5p,hsa-miR-6842-3p,hsa-miR-7706
e1063,Control,1.717959814,4.149097406,1.38978676,4.191211299,2.785840363,2.998458634,3.064831123,2.512997308,3.965212628,3.553149738,3.83252054,1.388874555,2.299675258,3.214471051,3.391220282,1.244608283,1.48930513,3.127318354,2.557475637,1.945069842,1.128995257,1.496007025,2.211953814,1.12883254,4.007734017,3.117219977,1.03955199,2.295129082,1.291360081,1.427480163,3.228864852,3.734366391,4.123739786,2.804886663,3.205140547,2.69128126,2.628137226,1.595079473,2.373241638,1.634887979,2.302204226,2.878823862,4.004645549,2.724637534,2.879582123,1.056998803,4.100169496,1.656212621,2.326399033,2.258530579,2.934282185,2.988530802,2.956892667,2.902293848,2.665112407,2.529940893,1.459013171,1.673885293,3.039151453,2.648408178,2.011418795,3.671440901,2.23545127,3.31070312,0.906602546,1.853744331,2.33228699,1.709903002,2.046899562,2.937290061,2.018829693,1.867418678,3.18483931,3.455648566,1.701308893,1.690813313,1.836014106,3.332668128,3.00672019,4.216072542,1.634345494,2.785330113,1.979042334,3.593050138,1.860624562,1.939283085,1.815566236,2.951491226,2.036249636,1.390805084,2.494275937,2.434960592,1.321679412,2.688369059,2.59984338,3.572983202,2.541334023,2.018124349,1.775985675,2.036846621,2.107868639,2.460512701,2.018639855,1.232520574,1.802922051,1.459030713,1.487789051,2.541169343,2.184580317,2.768289468,3.244020224,1.402493956,3.675990843,2.469131303,1.6660002,1.164365355,1.703039835,1.940025971,2.419171173,1.862994312,1.783055172,1.112103125,2.331523364,1.460017162,1.644006603,2.38888255,1.85232172,1.396356814,2.700399925,1.674911772,2.588960734,2.215180277,1.158009411,1.87245429,2.550053682,1.028970062,1.929768865,1.998535701,2.16272522,2.856618798,1.135138133,3.533027524,4.137028554,2.090433072,1.793694027,2.473636059,2.345591657,1.943451834,1.50266437,4.490979116,0.517754592,2.582384443,2.342584413,4.436526436,1.829316496,0.82179206,2.026408068,1.06241145,1.310365281,2.659109474,2.362007651,1.18654006,1.617089632,1.177614353,2.865062794,1.259066706,1.88465362,2.609052846,1.882418058,2.069663979,1.190949015,1.60022091,2.689563975,1.692461627,2.447744425,1.323688989,1.65647452,2.700357484,0.769799097,1.944577801,2.736709384,1.40646806,1.254311096,2.060330554,1.464052683,1.066715262,2.663867791,2.267759262,1.240904448,1.438425107,1.629844639,1.060478759
e1062,Control,1.866412457,3.430126674,1.107264718,3.67587828,2.466714541,2.503062238,2.487119278,1.453802351,3.397131042,3.007982938,3.747898095,2.594670793,2.724175839,2.890442032,3.129868988,1.79666679,1.969384584,3.253220008,2.837142932,1.780567326,1.617443561,1.843283115,2.412605347,1.44029104,3.578173578,3.510954959,1.590064568,1.665397314,0.884939853,0.909117253,2.800060283,3.8204514,3.285530029,2.320352771,2.724976347,2.549486857,1.758620388,0.573249129,2.027285746,1.159047525,1.989436719,2.035496163,3.529669187,1.661734977,2.995862034,1.550137778,4.161792582,1.663736848,2.335845916,1.684525081,3.056645867,1.872136164,2.761395049,3.409181983,2.499732233,2.414783844,1.982432573,2.308971198,3.759084648,1.504312783,1.593372185,2.993297022,1.638217949,2.723618916,1.357290492,0.690923538,1.229868207,0.723413218,1.343062149,3.173039133,1.450269374,1.406542453,3.206530665,2.769566157,2.436693964,1.589470473,1.620332345,2.827969894,2.247176098,3.808947658,0.6781867,2.702142767,1.170116011,2.984492545,1.466069204,1.360070455,1.307872126,2.727024559,1.823856751,1.014544592,2.100049163,2.120233193,1.006959093,2.821978564,2.558981306,2.694983092,2.609557035,1.406561905,1.996421927,0.698742238,1.69463427,1.737147631,1.553629008,0.541818075,0.386862282,0.992100482,1.232477558,2.20715043,2.196607699,1.447247132,2.204450586,1.04819493,3.887855606,2.652027102,1.922290195,1.290641522,0.061024489,0.238348239,1.240857897,0.952089836,0.633819071,1.193965039,1.183895442,1.69256324,0.044867914,1.930852642,1.369369862,1.517852855,1.957239281,1.095428085,2.791433938,0.638750033,1.13256304,1.330377876,2.631154582,1.484611252,0.473934125,0.176025391,0.804574295,1.410267689,1.024345649,2.853779199,4.29141572,1.440846026,1.389494274,2.283601054,0.97707961,0.620099151,0.81787167,5.011453928,0.818450623,2.682058919,2.229340263,4.7178327,0.252589276,1.343804387,2.435405893,1.578956157,1.290509239,2.823738958,0.990326261,1.207101871,1.910218443,1.765897239,2.543495895,1.334601792,1.717234014,2.992515934,1.721156114,0.715875467,1.749366814,1.099968941,1.890860897,0.792614298,1.87419747,1.358284093,2.22425196,2.227619935,1.285629662,1.080950563,2.146822193,1.349158891,0.835665168,1.966383231,1.392228776,1.377159504,2.633477839,1.169526,1.268884777,2.005692907,0.779640093,1.21614294
e1005,Cancer,1.620513073,3.708733987,1.588960167,4.431173832,2.644611532,3.122063103,2.607080155,2.048087946,3.504442841,3.348818597,3.634494081,0.934486548,2.379973901,4.082152623,4.008881684,1.149416976,1.165728118,3.237182982,2.473380886,1.938891866,1.219244389,1.405967652,2.48749988,1.444948796,3.854875832,3.193629233,1.062058301,1.776335772,1.168623152,1.113119418,2.868374572,3.607217405,3.701973488,2.617187226,2.848161206,2.746018927,2.236295257,0.774115467,2.731935868,1.533841746,2.559835655,2.118517196,3.963766014,1.990587112,2.858378744,1.13032846,4.283332265,2.041503144,2.204338468,2.041910209,3.41181918,2.897766373,2.715560894,3.043709223,2.352551806,2.323861725,1.445546907,1.63658112,4.266947389,2.638629037,2.297270295,3.392656088,2.164021286,3.218746318,1.043943023,1.674352656,2.072267299,1.781654439,2.099432525,2.765788901,1.605189688,1.235882962,2.819621168,3.084671249,1.964424851,1.429257932,1.669281865,3.085284529,2.798745095,3.89970174,1.172077212,2.332133796,1.725217802,3.279448972,1.519615404,1.759978946,1.737525206,2.743117548,2.085518613,1.240640043,2.28885031,2.483115716,1.135944899,2.701301723,2.503460029,3.13847645,2.669959984,1.786125171,1.881214963,1.373379392,1.85625234,2.205966645,1.739612439,1.794182295,1.593052933,1.897540772,1.178158728,2.380847732,2.294544162,1.600527292,2.5420493,1.935892151,3.674163351,3.052088754,2.789272557,2.02966703,1.599501173,1.336947886,2.267680196,1.61037598,1.684957977,1.282425191,1.73563169,1.398024124,1.123231142,2.07735978,1.451684502,1.095174798,2.254468937,1.350496741,2.47354169,1.843320649,0.777459196,1.833055203,2.428522758,0.987077497,1.520874235,1.670702635,1.828495078,2.593338117,0.998623951,3.241450128,4.213285062,1.727920244,1.402193502,2.247034976,2.15792499,0.981781205,0.624686672,4.417814405,2.149626619,2.652518258,2.689915334,4.691246306,1.500560325,0.822923106,2.257235552,1.11130016,1.249615233,2.765356781,2.125174592,1.189440932,1.817737874,0.806831706,2.600144011,1.111831352,1.954976188,2.567998652,1.428072607,1.916095251,1.32481198,1.158205376,2.390247729,1.158514468,2.033664666,1.399173046,1.978676823,2.236105082,0.890274245,1.752923773,2.495658272,1.516392479,1.46610016,1.980103335,1.57249093,1.03961111,2.546499182,2.060021166,1.448569702,1.6620872,1.026575056,1.509525207
e1010,Control,1.662603165,4.075563807,1.428634536,4.28056506,2.764178148,2.834144504,2.978188586,2.293909378,3.907976388,3.602070328,3.985411113,1.276651586,2.722106176,3.151186059,3.295494323,1.301837618,1.443554392,3.287794586,2.5546599,2.015313826,1.428861214,1.532327238,2.482524441,1.646657808,3.876130146,3.34755696,1.440364634,1.701196771,0.884939853,1.117589081,2.886005936,3.66157053,3.869742378,2.873475032,2.825573915,2.858866801,2.168327498,1.019158002,2.299402388,1.485527685,2.471160093,2.519860694,3.874216537,2.096873215,2.90159848,1.406781976,4.01208932,1.600169487,2.30765949,2.192279493,3.538858604,2.819384282,2.748748509,3.169365886,2.709105822,2.406380681,1.649608019,1.90082051,4.574979959,2.405246451,2.061748416,3.392544409,1.994963699,3.048054881,1.163806464,1.378668064,2.342738843,1.34727089,1.790341496,2.834178747,1.512304658,1.701807331,2.997473031,2.595218273,2.427857756,2.196711907,1.340530785,3.0823995,2.899275897,3.758463238,0.908549768,2.497396948,1.716533721,3.247659014,1.716506634,1.819085604,1.543738685,2.824784487,1.951152668,0.968577711,2.675808117,2.602676692,1.182061606,2.839162231,2.602886356,3.201449614,2.836980083,2.036472719,2.117118527,1.07140148,1.889907403,2.250500845,1.750609891,1.163402717,1.301977632,1.209210676,1.319082358,2.361038945,2.172182805,1.692466657,2.523221428,1.619180769,3.707563702,2.589639142,2.087392943,1.388588926,1.582670442,1.965061865,1.941626612,1.554528066,1.6379221,1.193965039,1.642410747,1.384992883,1.259082548,2.304515678,1.778430868,1.231990207,2.321489292,1.229819974,2.800697781,1.791876428,1.13256304,2.179486715,2.544636389,1.217327621,1.726157557,1.870729936,2.026788796,2.783482065,1.094019954,3.065376866,4.213339178,1.564414264,1.309952362,2.267275675,2.226735702,1.115332637,0.63326711,4.59588451,1.69254109,2.559356704,2.555780959,4.531780407,1.676705109,0.969164065,2.254954085,1.195633824,1.269770423,2.711075012,2.373404332,0.906163101,1.893746448,1.098469617,2.590639558,1.011385245,1.644766713,2.4783747,1.567813639,2.041302522,1.371680327,1.335429996,2.286062213,0.897767825,2.059897337,1.323688989,1.934207937,2.046235087,0.982019317,1.548217598,2.229106467,1.44478746,1.036013948,1.971901248,1.514660026,1.008082992,2.500244722,2.037535309,0.732841525,1.674678656,0.976666727,1.181515992
e1055,Control,1.472792705,3.538477551,1.409673297,3.800530389,2.37640057,3.194565518,2.549964067,2.038272693,3.419067246,3.081168336,3.501755246,1.671270745,2.125455578,3.556986241,3.848383262,1.073860593,0.972879969,2.625107362,1.971634479,1.726661053,0.948723521,1.290472735,2.092001633,0.837855702,3.738550385,3.288986648,1.341669671,1.969077611,1.07203538,1.15014228,3.083136046,3.253152926,3.769499751,2.340385534,2.863492119,2.592440265,2.515845657,1.265692976,2.343661908,1.555919289,2.396334158,2.44418984,3.986111807,2.218494905,2.700383377,0.626000803,3.900508016,1.656212621,2.036240203,1.875801556,3.598513239,2.829842007,2.619429683,2.537924721,2.17702835,2.106551502,1.057566347,1.399718095,3.980964189,2.738152181,2.383643333,3.404581105,2.029709766,3.339216287,0.833043332,1.988485741,2.63517352,1.800946475,2.138345595,2.508547587,1.537317693,1.374479335,2.692676263,2.892575553,1.485205401,1.39371528,1.68245878,3.471089767,2.943585444,3.934123905,1.372869247,2.47329905,2.130688769,3.363775277,1.779756645,1.839470798,1.759922732,2.706827982,1.915734521,1.19525445,1.966246539,1.815495604,1.072823107,2.301444471,2.230779702,3.199284105,2.175809989,1.952143543,1.502119459,1.617795917,1.93410949,2.297138902,1.863058587,0.670808542,1.135772827,1.615320441,1.128445109,2.570012664,2.246685681,2.099704515,2.749798722,1.569496608,3.653534512,2.718146255,2.403614138,1.796602663,2.088791912,2.312281098,2.55386373,1.862994312,1.617087335,1.154741519,1.901573098,1.549060815,1.259082548,2.139373187,1.844690228,1.275345386,2.379604686,1.506673007,2.143494374,2.286636346,0.771286196,1.817012756,2.513619001,0.840612503,1.855416772,2.028091927,2.392729052,3.174844528,0.758672952,3.336856283,4.235267111,1.757490984,1.401517182,2.156110106,2.614289467,1.259073627,0.888055067,3.973906269,2.072330523,2.509252093,2.242555005,4.273915321,1.811982108,0.936381682,2.14481516,1.035412315,0.7355129,2.54082777,2.663303223,0.865914719,1.729905329,0.884333915,2.664594947,1.2378161,2.364436529,2.482355492,1.572758999,2.406469258,1.066268323,1.297419006,2.636281248,1.348040295,2.042559156,1.021740102,1.546612119,2.278098437,0.371967998,1.870165832,2.544629095,1.56106566,1.549071221,1.844400858,0.974807726,0.857416243,2.676793472,2.128440468,1.60075373,1.298435783,1.419366508,1.278961281
e1050,Cancer,2.050893632,3.972921344,1.480738543,3.892102782,2.615844719,3.072398598,3.044863874,2.426238957,4.005037306,3.433015316,3.989387514,2.19699206,2.377596696,3.367636978,3.551863703,1.330768061,1.325840551,3.064010815,2.379576277,2.065226262,1.806770698,1.908443833,2.501461193,1.228066383,4.362171781,3.541638011,1.729240298,2.25604907,1.422095134,1.771690246,3.443307755,3.482050243,4.214206981,2.791764672,3.383318204,3.043840919,2.628137226,1.747181798,2.554218698,1.745740054,2.598582671,2.769106396,4.028430876,2.380814249,2.944361444,1.702101053,3.889571252,1.582951702,2.299236419,2.459651332,3.31710712,2.776895971,2.687128687,3.187890191,2.610891948,2.303049559,1.570032657,1.760485791,4.109553131,2.32050216,2.01728337,3.901842889,2.416741484,3.429348554,1.02652736,1.978242848,2.669045162,1.814293876,2.159659688,2.760265053,2.060012157,2.337634547,3.110948463,3.416426456,2.327122537,1.706118827,2.015089918,3.663317128,3.071863067,4.232896088,1.566330067,2.805351875,1.618197078,3.697106303,1.835240977,1.934027499,1.759922732,3.0101516,2.222912207,1.683136628,2.048313775,1.96016643,1.198038003,2.981318521,2.538485803,3.331956874,2.621159164,2.054040067,1.691167734,1.469540488,2.465483258,2.626256975,2.374120463,1.199292149,1.562874465,1.563212221,1.515818781,2.761299998,2.358645693,2.239138448,3.097856408,2.004003329,3.875318981,2.625677046,2.114940558,1.514865092,1.783908385,2.116212191,2.419171173,2.004221714,1.963377228,1.75682738,2.021527443,1.524172224,1.735875625,2.846831931,1.804443942,1.474763219,2.45008092,1.551598345,2.277750333,2.279017551,1.28356995,2.240260522,2.871978582,1.526240302,2.095800934,2.266805169,2.285570742,3.010482056,1.239909751,3.427619989,4.022105056,1.831867227,1.697978005,2.430895149,2.452493647,1.760349398,1.50266437,4.367926209,1.501938264,2.553402572,2.449949989,4.112663228,1.774929607,1.230521935,2.115327732,1.265519461,0.852762779,2.831296398,2.713163361,1.142452946,1.904788229,1.331788795,2.890790671,1.35151418,2.486597761,2.646181354,1.834147697,2.203905472,1.502593176,1.7500366,2.736764918,1.603041302,1.846613023,1.187333232,1.625291875,2.418472776,0.982019317,1.96846236,2.768198654,1.756038162,1.301013631,1.880170029,1.181723752,1.425418387,2.495654524,2.480270057,1.588646744,1.140081593,1.530749904,1.060478759
e1027,Cancer,1.835682693,4.185581509,1.272529518,4.564996748,2.894061741,2.954972738,2.987412398,1.924677974,4.065957912,3.816937632,4.150846103,1.434820977,2.966969388,3.209355335,3.497755139,1.595156904,1.547385359,3.517976096,2.712830048,2.1530641,1.806770698,1.880766841,2.658672441,1.603784782,3.788233023,3.331408247,1.420214464,1.842920132,1.128579687,1.003800561,2.905227309,3.853122276,3.861036965,3.064052794,2.959682107,2.749048952,2.053656772,0.849690897,2.321141773,1.669556768,2.393243681,2.599736846,3.82075431,2.250994434,3.030599421,1.726926835,4.276035219,1.91260753,2.429981081,2.2938667,3.289539091,2.269116717,2.885410099,3.498569122,2.800549386,2.693088399,1.863473015,1.989828981,4.231803721,2.105388335,1.974613763,3.45462611,1.980228461,3.114703595,1.07680438,1.29256561,1.946034719,1.367807954,1.698212471,2.999104489,1.677006438,2.008793252,3.218905857,2.947254963,2.976281143,2.336304865,1.68245878,2.969360365,2.862970248,4.159704423,1.060286042,2.729175983,1.739167192,3.19342182,1.759639762,1.751182986,1.788628308,2.898814106,1.974993298,0.917763682,3.108106779,2.932728971,1.296870601,3.034983495,2.737384519,3.151561591,2.938461116,1.682222077,2.182233964,1.051512924,1.798712061,1.876950732,1.713198169,1.292393185,1.208859522,1.753630888,1.487789051,2.196869422,2.127864832,1.735502474,2.669370077,1.202523376,3.586883576,2.429273837,1.929156881,1.210612665,1.327587291,1.547673419,1.846517485,1.359966811,1.34192886,1.112103125,1.502790064,1.47931282,1.235070902,2.35593382,1.812788698,1.216600388,2.309672668,1.283154349,2.844980447,1.612865164,1.538523332,1.966054531,2.628899656,1.242444382,1.448779488,1.403122465,1.687299124,2.336485508,1.094019954,3.141345131,4.204996571,1.555343892,1.377150717,2.247169922,1.955034154,1.259073627,1.050445911,4.695614516,1.583517705,2.539181643,2.686055082,4.798847159,1.297284568,1.105857956,2.198823237,1.311202044,1.024323505,2.936460325,1.889128743,1.345174158,1.815290796,1.381705146,2.504788735,1.259066706,1.872034472,2.738599971,1.839489917,1.699407866,1.537720289,1.099968941,2.13541831,1.174754725,1.938292429,1.400984784,1.966724193,1.914333411,1.095251948,1.32678193,2.205742518,1.40646806,1.254311096,2.069077397,1.701342375,1.525851661,2.580179698,1.311547099,1.507263958,1.622020712,0.976666727,1.5294008
e1006,Control,2.065108003,4.174466173,1.629364578,4.215929067,2.879418511,2.915149073,3.192060151,2.391712597,4.050910613,3.771630519,4.099194547,1.72630462,2.694984194,3.473939534,3.630718814,1.782380757,1.816034735,3.470268632,2.799741833,2.223611992,1.688325899,1.9380166,2.66277398,1.674259634,4.156074189,3.606169401,1.723999728,2.320977911,1.647569099,1.536249122,3.330497133,3.989544443,4.145338817,3.029492847,3.328833049,3.192861788,2.423149671,1.383895631,2.784413978,2.001876954,2.814535082,2.806152591,4.051972782,2.487120499,3.255808722,1.562140132,4.28780518,1.800420847,2.562022035,2.380774307,3.657182473,2.759518504,2.972174431,3.503529004,2.885907222,2.723440308,1.905351801,2.232662202,4.693612295,2.474493315,2.218315511,3.71651793,2.308313008,3.281554388,1.484523111,1.592926243,2.391328692,1.47285466,2.057011142,3.230325033,1.865767443,2.032414113,3.50771028,3.210859992,2.588014895,2.305017812,2.023026961,3.499286212,3.14968717,4.492542664,1.566330067,3.097090749,2.237529559,3.466415707,2.232163675,2.072337383,1.887663642,3.006668743,2.24775706,1.558788947,2.617002415,2.567592425,1.457252056,3.166445512,2.952664495,3.377431152,3.218827119,2.079064114,2.316009703,1.5819833,2.359856247,2.563779613,2.256385978,1.603185506,1.404467301,1.875901007,1.939247131,2.711863658,2.507203604,2.229426222,2.910569964,1.433017489,3.941576162,2.772646304,2.224520065,1.556700873,1.758684875,1.979351826,2.068565975,1.786799744,1.712375875,1.603753664,2.058218575,1.726280484,1.459433312,2.65581298,2.040837325,1.549685216,2.513227803,1.584221734,2.932332602,2.146316036,1.392491655,2.431077605,2.943753035,1.512774232,2.0657142,2.250726938,2.16272522,2.844915245,1.362077819,3.375371069,4.291986302,1.72755444,1.739812805,2.50648834,2.377136771,1.567542107,1.31805981,4.763236118,1.454566228,2.755537896,2.708197788,4.744406688,1.946488443,1.385148373,2.545873594,1.563460261,1.382283747,3.159557979,2.320956159,1.330006747,1.966333983,1.523884841,2.794342987,1.398465797,1.878394124,2.932079869,1.823261227,2.135419415,1.813330961,1.656065021,2.579213785,1.581454147,2.309239182,1.518978355,2.152874838,2.289828488,1.385908942,1.766946487,2.566442454,1.83928277,1.202102105,2.14402726,1.693131482,1.5990665,2.869516333,1.782846698,1.178388037,1.986354818,1.339275701,1.695706193
e1011,Cancer,2.001074571,3.795298008,1.550112391,4.144147367,2.897497943,2.764427145,2.781128241,2.08791236,3.764479918,3.68291118,3.961873157,1.824829576,2.67621438,3.560059264,3.993507344,1.472474967,1.589872523,3.258206199,2.677116078,2.106261915,1.69861881,1.885897951,2.599275367,1.451457312,4.1868963,3.429276925,1.648963526,2.567353908,1.878229455,1.758718835,3.439470386,3.841432198,4.081336347,3.062103095,3.521403981,3.304103238,2.55532366,1.476294105,3.014513075,2.282456905,3.135930205,2.572175035,3.96975121,2.639167616,3.099988419,1.68686399,4.038217357,1.700014821,2.430358271,2.328847039,3.78785573,2.792703433,3.278804939,3.645847054,2.510678957,2.624013197,1.891127922,1.876166002,4.867754489,2.761971887,2.662036665,3.840170338,2.390967946,3.258337801,1.113900784,1.571221115,1.858196428,1.704418712,2.087288448,3.083495684,2.089329035,2.151763676,3.366527385,3.790887619,2.612859536,1.723724124,2.273615025,3.388998326,3.218103323,4.467198227,1.683910305,2.915357066,2.248702069,3.507568979,2.200293624,2.080548579,1.98241483,3.073658262,2.345783086,1.532971588,2.419440702,2.491913501,1.327023809,2.964852185,2.855551878,3.347666345,3.185515282,2.033307132,2.198418361,1.785329259,2.49039416,2.523326964,2.39534729,1.565139048,1.485941192,2.128038472,1.812592943,2.600472099,2.402260966,2.604407764,3.178203631,1.875280975,3.679898156,2.608619009,2.081804323,1.440967496,1.194415045,1.336947886,2.13684512,1.709151047,1.759775025,1.46026064,2.209363961,1.694068373,1.362911009,2.8081574,1.837846569,1.486984946,2.632836902,1.620152922,2.631080182,1.687812108,1.49472043,2.102842662,2.908447466,1.497434432,1.582406971,1.699165099,1.661233072,2.253242567,1.31191837,3.316332324,4.053290784,1.801883243,1.601583932,2.369651111,1.792735161,1.988546252,1.726658173,4.669089177,1.902634088,2.487298651,2.367876045,4.506001821,1.3672876,1.330314091,2.164980534,1.324999659,1.122745497,2.964291484,1.67254866,1.229689314,1.959038402,1.501534032,2.587088621,1.299086967,2.112634338,2.741390731,1.731428024,1.588547881,1.578545812,1.536080203,2.632361905,1.807234793,2.4158526,1.344015285,1.869670864,2.431201723,0.984494999,1.729922723,2.518797773,1.516392479,1.11044877,1.969284654,1.713393369,1.628995162,2.687793519,1.534582414,1.24723778,1.575990733,1.401265626,1.324967196
e1013,Cancer,1.767545789,3.695641818,1.512107336,4.031017259,2.707409806,2.684604416,2.708457915,1.738822788,3.558597917,3.562019176,3.778642307,3.532084435,2.506315366,3.315007599,3.773150323,1.53497352,1.470276038,3.370629364,2.679920994,2.178027793,1.491364624,1.809308685,2.658672441,1.621462797,3.595931127,3.346461949,1.495940779,2.026146613,1.282253209,1.261678603,3.095191547,3.771102463,3.799955938,2.956738587,3.183208694,2.890306072,2.109007265,1.019158002,2.518677956,1.994072622,2.774273774,2.302501889,3.830475515,2.290668027,3.020541025,1.371256793,4.065458433,1.678458923,2.494493102,2.015876432,3.546886433,2.380232268,2.692950581,3.282235527,2.570398629,2.618364902,1.774597784,1.884092214,4.245018426,2.686191791,2.499596912,3.520371833,2.155798487,3.172713931,1.254110916,1.268199251,1.911961227,1.252624378,1.972306532,2.953128637,1.826354325,1.53947477,3.189140177,3.5313462,2.380348292,1.865380784,2.019075694,2.928558485,2.743385687,4.270891011,1.433086863,2.59842976,1.983578468,3.171579983,1.799017224,1.832785638,1.63155281,2.832737072,2.00217317,1.056509066,2.527469681,2.606033417,1.112117405,3.106779482,2.791768385,3.224510246,2.825269119,1.880175631,2.040487698,1.536221816,2.047398514,2.123814792,1.965340974,1.435181004,1.135772827,1.753630888,1.769612195,2.217195846,2.204431001,2.180641765,2.753683719,1.202523376,3.654744181,2.41278618,1.838620816,1.388588926,1.197100034,1.452913464,1.885406224,1.39699673,1.251693963,1.193965039,1.803253669,1.532624484,0.918419333,2.280883089,1.592931703,1.339740379,2.20143518,1.385377849,2.649662373,1.844946473,1.105360401,2.336825481,3.057903397,1.621868237,1.582596556,1.819479946,1.678556651,2.323734919,1.094019954,3.117604911,3.796622123,1.496603775,1.457350562,2.339628388,1.849398602,1.298723357,1.00247623,4.638695896,0.885323142,2.467445149,2.405075596,4.55190942,1.355569063,1.192489155,2.078448235,1.311202044,0.663594433,2.896874785,1.781747665,1.226788442,1.57650711,1.304709016,2.337433307,1.080595079,1.778504245,2.643433016,1.591993915,1.730499098,1.561322084,1.209755851,2.216331003,1.254817459,2.107911511,1.467941447,1.958801261,2.405479298,1.127646117,1.42855566,2.292616415,1.37880235,0.686519103,1.723639737,1.631353274,1.413876019,2.52691992,0.655136465,0.823338265,1.513436556,1.070209032,1.278961281
