fnames,Sample0,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19
TRIM31,12.9156,5.1513,108.0991,24.6483,101.405,43.2886,7.6641,289.915,721.0008,43.291000000000004,1.8734,25.1766,2.694,12.527000000000001,0.6163,5.6915,2.3723,1.4238,3.1359,8.4485
TRIM32,307.5312,540.5653,420.4593,374.51099999999997,540.6231,541.2752,325.7225,574.4612,523.1236,477.968,288.4976,240.4548,353.9914,333.4104,428.9676,385.885,428.4372,244.4234,323.6934,298.0031
TRIM33,1193.1233,1300.0613,734.8089,995.7446,1186.9273,779.1946,761.9352,796.7293,1415.4663,418.3324,693.5182,678.3087,565.7396,847.0167,941.1402,750.1423,784.2821,743.7114,758.1882,774.1935
TRIM34,413.6487,254.4295,296.4437,304.1556,338.2773,186.5772,99.6328,475.9438,203.1842,313.418,344.6984,326.9309,260.2402,448.0805,285.3621,317.2396,297.4863,288.5619,224.3902,236.5591
TRIM35,268.4353,471.6666,402.2217,346.5124,472.8161,268.7919,292.5116,128.5827,298.7111,362.8934,565.755,510.4647,498.9285,444.226,563.6364,568.0137,578.3665,473.6592,572.8223,709.2934
TRIM36,27.5766,98.1968,110.4203,63.1763,54.9786,29.5302,5.1094,16.9117,109.9318,68.6913,48.3327,166.3845,87.2855,32.7629,29.584,45.5322,75.4391,29.4257,40.4181,127.4962
TRIM37,649.568,738.485,946.597,796.6866,664.1906,1163.3691,416.5735,524.8132,1185.0644,846.0917,405.8524,392.8462,434.9298,451.5784,492.3143,382.4701,511.4297,387.3612,473.3728,398.2565
TRIM38,961.3404,935.9282,556.7438,692.0676,919.3647,594.9664,302.7303,445.3416,871.1145,687.3551,618.2091,770.258,645.482,787.2726,585.2080000000001,800.7968,665.6671,633.6023,591.6376,557.2197
TRIM39,374.1304,530.5042,314.5354,433.5952,398.4667,254.2114,288.5007,167.7561,478.8628,333.259,411.716,447.8005,304.9229,264.1555,450.1664,401.6221,421.7948,440.9397,409.1463,367.3387
TRIM40,0.0,0.322,1.9896,0.0,0.0,0.0,0.0,0.5369,3.0326,0.8835,0.3747,0.7298,0.5388,0.0,0.0,0.5692,0.0,0.9492,0.0,0.0
TRIM41,1189.4755,605.2464,333.1974,455.616,1170.5498,590.5973,260.1054,835.935,1006.4898,665.7383,773.8666,693.0024,532.0539,538.8047,773.9630000000001,827.5811,748.7071,785.4058,797.1777,715.7412
TRIM42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM43,0.0,0.322,0.0,0.0,0.0,0.6711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM44,1359.9791,1685.1215,1132.7199,1077.5866,1375.6872,1015.1007,1108.7338,1308.3756,2007.5815,1398.1226,1042.338,956.346,804.9667,1169.8273,1412.6348,1186.6818,1405.8245,1331.2767,1222.6481,1354.0707
TRIM45,182.5639,139.4073,61.013000000000005,163.2054,176.5425,65.4362,26.8242,70.8681,232.7521,364.4395,35.9685,28.4605,44.1816,30.8356,69.9538,38.7023,47.9204,46.9862,40.0697,17.6651
TRIM46,201.0647,40.5665,75.6031,419.9788,91.631,82.2148,316.1424,14.7642,39.4238,30.4804,14.2375,26.6361,11.3148,11.5634,12.3267,22.7661,11.8615,26.5781,10.1045,19.9693
TRIM47,1288.0705,800.7064,2074.1109,1217.8188,718.9982,1322.8188,592.0485,2287.644,329.7953,1050.2485,400.5245,680.1331,803.3503,714.0379,660.7088,571.4286,827.4579,567.6317,725.784,1316.0522
TRIM48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9841,0.0,0.0,0.0,0.0
TRIM4,766.559,740.8224,692.0335,545.1349,1053.7569,430.8725,557.5603,3819.093,832.4488,347.6532,1194.8295,813.3137,668.6503,746.8008,852.6965,1128.6283,944.6495,512.5771,688.1533,745.0077
TRIM49,0.3491,0.322,0.9948,0.2393,0.6109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384
TRIM49L,0.0,0.0,0.0,0.0,0.6109,0.0,0.0,0.0,0.0,0.2209,0.0,0.0,1.0776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM50,0.6981,22.537,6.6318,1.9144,3.0544,2.0134,1.916,0.0,0.0,2.6505,4.1214,0.7298,2.694,3.8545,2.4653,2.2766,5.2191,2.8477,3.4843,1.1521
TRIM52,292.5212,100.7725,64.6605,127.5491,205.2535,116.443,51.7324,107.9128,219.8635,189.9503,86.9239,90.1249,70.5828,81.9072,117.1032,143.4263,123.3596,128.6189,118.1185,109.06299999999999
TRIM53,2.4435,0.322,0.6632,0.2393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM54,1.3963,0.9659,0.6632,10.7687,3.0544,76.1745,11.4961,1.0738,0.0,21.8664,16.8602,12.4059,5.388,0.9636,1.2327,1.7075,0.9489,0.9492,1.3937,3.0722
TRIM55,5.2361,47.3276,161.4855,5.2647,8.5522,1.0067,4.4707,0.8053,0.7582,1.3252,21.730999999999998,8.7571,1.6164,7.7089,8.6287,25.6118,2.3723,5.2207,3.1359,1.1521
TRIM56,451.3483,278.8145,436.7073,340.2905,579.1081,326.1745,238.2245,1101.1401,635.3298,230.37,221.8059,172.9523,146.5535,149.3602,563.02,411.4969,504.8253,425.7238,478.0488,412.8264
TRIM58,7.6796,6.7611,159.8143,4.7861,12.2175,2.6846,1.2773,3.4897,6.8234,3.3131,76.8602,56.92100000000001,142.2431,36.6173,72.8444,35.8566,106.1462,85.8234,123.2718,56.2942
TRIM5,470.6833,760.3394,586.6501,665.512,647.2389,522.906,575.2834,444.6383,911.5997,669.6057,446.3619,414.3375,646.2471,638.1051,637.396,533.9101,783.3759,734.9834,543.9895,546.5822
TRIM59,235.9682,275.3438,563.9891,286.1623,79.8167,286.8993,127.0893,249.3806,78.1577,315.4235,49.1045,49.6563,53.9931,133.0076,69.5686,178.2925,91.3003,41.7086,65.4495,62.2926
TRIM60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM6,391.3081,57.1988,108.0991,166.3164,218.8699,204.69799999999998,49.8164,540.6378,76.5732,339.7018,19.8576,51.8127,95.9063,87.6889,90.9091,80.3984,103.9067,49.8339,75.9582,58.3717
TRIM61,1.3963,18.0296,3.6475,8.3756,7.9414,4.3624,2.5547,1.6106,0.7582,1.5461,19.1083,18.9737,18.858,33.7265,14.792,11.383,10.9126,8.0683,9.4077,5.7604
TRIM62,232.481,209.2719,97.4882,226.62099999999998,219.9145,186.5772,128.373,104.1546,256.2547,201.2148,112.7763,132.4508,107.2211,108.8884,183.6672,241.3204,174.6012,161.8415,148.7805,149.0015
TRIM63,1.0472,0.0,0.0,0.4786,3.6652,0.3356,0.6387,0.0,0.7582,15.2402,5.2454,0.3649,3.2328,0.9636,7.396,10.8139,14.2338,8.0683,1.7422,14.2089
TRIM64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM65,724.6706,435.2855,645.279,812.1983,544.8992,520.4698,539.6775,894.9783,373.0099,416.1237,608.4676,498.7886,586.214,532.8785,604.3143,620.9448,648.1121,498.3389,513.5889,593.702
TRIM66,739.3315,310.6882,106.7728,282.1396,624.9236,133.8926,48.538999999999994,232.2004,564.8218,382.9928,99.2881,140.1133,33.9444,92.5069,160.5547,282.8685,166.5354,166.113,222.9965,153.9939
TRIM67,5.2361,6.7611,1.9896,3.111,24.4349,9.396,1.2773,2.1475,4.5489,78.4097,0.3747,0.3649,2.1552,1.9272,1.5408,1.7075,1.8978,1.4238,2.439,0.0
TRIM68,326.0319,393.4311,201.6082,310.8561,569.945,508.7248,1458.0872,199.4508,1852.1607,350.3037,393.4058,238.2655,235.4554,413.3904,454.8536,416.6192,371.50199999999995,227.3374,264.1115,242.3195
TRIM69,5.9342,11.1977,15.4754,43.7927,11.6066,11.745,5.747999999999999,8.5901,13.6467,33.5991,5.5114,9.122,16.5896,10.5998,12.7735,19.7211,18.5039,11.3906,10.2056,7.2965
TRIM6-TRIM34,0.0,3.5673,0.0,0.0,7.9108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7205,0.0,0.0,0.0,0.0
TRIM71,0.0,0.9659,0.3316,0.0,5.4979,0.0,0.0,0.0,0.0,0.0,2.248,0.7298,4.3104,7.7089,8.9368,7.9681,16.6061,0.0,12.1951,11.1367
TRIM72,0.3491,1.9317,0.6632,0.2393,0.0,2.349,346.16,0.0,0.0,3.9757,0.3747,0.0,0.0,0.0,0.0,1.7075,0.4745,0.4746,0.0,0.384
TRIM74,4.1888,1.2878,1.6580000000000001,1.6751,4.2761,0.3356,0.0,0.2684,0.7582,1.3252,3.372,6.2029,1.0776,3.7774,0.6163,2.2766,2.3723,0.4746,3.1359,0.768
TRIM77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM7,45.3792,3.2196,49.4073,22.016,57.4221,5.0336,9.5801,285.8884,205.4587,95.196,32.2218,30.2849,51.18600000000001,31.7993,38.829,15.3671,23.2485,26.5781,8.3624,18.0492
TRIM78P,15.222999999999999,11.3908,3.2529,10.2829,7.0067,4.2752,1.4369999999999998,3.6562,11.069,10.2396,1.746,1.9886,0.8513,2.6981,4.8228,4.5077,6.1253,4.9312,4.0941,6.7972
TRIM8,1363.1207,3319.0519,4054.3812,2558.8793,5040.3177,7196.3087,2030.9756,4415.8347,6526.1562,703.4787,2891.3451,3209.4693,2508.1123,2398.4351,3524.4992,3171.3147,3687.0273,3504.0342,3167.2474,3405.914
TRIM9,45.7282,2.5757,6.6318,65.8086,26.8784,36.9128,873.064,18.2539,126.6111,29.375999999999998,16.1109,2.9189999999999996,14.5476,2.8908,9.5532,7.9681,5.6935,7.1191,5.2265,6.1444
TRIML1,0.0,0.0,0.0,0.0,0.0,0.0,1.916,0.0,0.0,0.0,0.3747,0.3649,0.0,0.9636,1.2327,0.0,0.0,0.9492,0.6969,0.0
TRIML2,0.0,0.322,0.3316,0.0,0.0,0.6711,0.6387,1.0738,0.0,0.8835,0.7493,0.0,0.0,0.0,0.3082,0.0,0.4745,0.0,0.0,0.384
TRIO,5022.4278,2153.2466,2193.1526,3316.5162,1279.7801,1542.2819,1907.7120000000002,1378.9753,1733.1312,1201.9879,971.8996,948.6835,574.8992,681.2751,1734.6687,1215.7086,1796.3049,1407.6887,1716.3763,1917.0507
TRIOBP,1014.5493,861.8782,1136.3674,1342.9749,1565.6689,941.2752,956.0913,812.5673,1383.624,2316.5102,2326.7141,1776.2275,2135.263,1748.9593,2999.6918,2225.3842,2644.1646,3174.6559,2806.6202,2163.2104
TRIP10,1524.3913,1281.3878,1376.4404,868.4348,905.3146,629.5302,734.4723,1457.3597,761.1827,567.6422,1131.1353,1039.1733,1172.428,760.2914,1544.2219,941.3773,1392.5396,1827.7171,1177.7003,1840.2458
TRIP11,694.3014,776.2377,492.7464,590.8419,984.1173,687.2483,1071.0522,394.8749,815.0114,517.2833,334.9569,367.0675,294.1846,446.1533,698.3051,497.4388,621.5424,555.7665,551.9164,508.4485
TRIP12,3253.3379999999997,4326.7764,3913.7859999999996,4186.6261,3662.1869,3120.8054,2068.0185,3675.7462,4404.094,2770.6240000000003,1916.4481,2083.8198,1840.0008,2317.4915,2578.1202,2572.5669,2658.3984,2437.1144,2466.899,3544.5469
TRIP13,409.8089,108.1775,789.1901,357.0418,42.7611,534.5638,368.5135,632.1757,191.812,1077.6367,64.0689,172.5874,53.3412,55.8896,47.4576,111.5538,30.8399,16.1367,43.2056,50.6912
TRIP4,556.4185,536.0579,656.8847,672.684,534.5144,440.60400000000004,454.7342,454.2001,616.376,568.3048,536.5305,546.5877,634.1672,680.3114,535.2851,507.6836,489.6425,396.2981,433.7979,457.7573
TRIP6,1026.9657,1061.8133,1803.1999,923.9533,1562.6145,1157.7181,822.6089999999999,7439.0038,1473.0857,1440.3092,1346.9464,1339.1033,1576.5277,1014.6855,1297.3806,1139.4422,1356.9551,1308.9701,1347.7352,1356.3748
TRIT1,344.5327,301.3515,329.9345,445.1057,428.2224,354.3624,548.6189,577.6825,365.4284,577.1397,264.5185,271.8343,164.8727,301.6112,194.7612,179.2829,122.8851,210.7262,226.4808,250.0
TRMT112,3010.7339,2008.6879999999999,3283.0971,1946.5,1621.8693,2367.4497,2947.4693,3460.1890000000003,1602.7293,3499.5029999999997,2851.2552,2659.2329,2971.48,2540.0863,1680.4314,2165.6232,1713.2744,1528.7138,1874.5645,1507.6805
TRMT11,208.7442,150.9977,207.2453,163.2054,195.4795,274.4966,118.1542,161.6008,174.3745,225.9525,206.4444,205.0616,181.5755,175.3777,158.3975,161.6392,145.6592,162.3161,162.0209,155.53
TRMT12,364.4297,326.7861,264.2792,195.2722,237.6298,334.8993,462.3982,324.2753,176.649,212.4793,268.6399,231.3328,343.7542,280.4117,239.7535,232.21400000000003,198.3242,160.8923,216.0279,236.5591
TRMT1,677.8951,427.5585,369.7256,329.0432,367.135,388.9262,462.3982,640.7658,222.8961,677.4158,419.6328,476.1662,410.0265,324.7379,338.9831,429.1406,343.9834,341.2435,378.0488,371.3518
TRMT2A,524.6531,442.6905,517.9474,461.3784,714.1112,729.8658,663.5798,709.7548,366.1865,1254.1137,554.5148,664.8082,495.6957,437.4807,449.3066,578.2584,493.4382,436.1652,510.45300000000003,468.894
TRMT2B,962.7367,308.1126,360.1094,448.9346,385.4612,458.0537,256.1073,280.5196,909.7801,1086.6924,306.8565,330.9446,295.2622,307.3928,348.228,382.4701,320.2604,292.8334,328.223,238.4793
TRMT5,488.6988,360.5915,514.2999,355.606,442.2724,643.9597,1007.1851,627.6123,243.3662,536.4992,306.1072,280.5914,300.1114,364.2461,319.8767,254.4109,292.2673,189.8434,231.3589,278.0338
TRMT61A,354.3067,347.3913,555.0858,334.7865,424.5571,675.8389,843.6851,246.1593,199.3935,542.021,430.1236,429.0969,504.8553,297.7567,435.131,397.2681,349.6769,417.1808,468.6411,562.98
TRMT61B,369.006,239.6131,401.7342,273.8908,288.595,370.2919,280.8047,283.6899,255.7316,407.3043,216.8453,226.2793,342.3856,200.4799,236.1695,193.8873,181.0823,193.8965,185.0767,171.1828
TRMT6,491.4914,514.8088,756.0308,397.0056,441.6616,700.0,318.6971,959.1354,447.3086,507.7858,346.1971,526.5194,365.845,302.5748,240.0616,301.0814,277.0845,217.3707,254.7038,510.3687
TRMU,140.3264,175.1445,173.0913,262.9953,301.1607,254.3624,325.0838,162.1376,170.5838,237.8796,153.9903,194.845,226.2958,241.8671,142.9892,187.25099999999998,160.3674,138.1111,158.1882,173.5791
TRNAU1AP,581.5516,509.3355,343.8614,458.2674,504.5816,583.8926,243.9725,594.8626,395.7544,459.6356,503.5594,602.7789,494.0793,371.955,290.9091,363.119,353.94699999999995,268.6284,310.8014,360.2151
TRNP1,312.7673,220.8623,1252.0932,1057.7243,176.5425,306.7114,1879.6104,1411.4565,202.4261,45.7206,397.5272,233.887,586.214,91.5433,317.1032,158.7934,306.0266,358.3294,211.1498,132.1045
TRNT1,331.0446,327.2915,407.4509,227.0494,423.9768,275.8054,186.6837,247.3297,335.8302,197.8288,232.1843,193.7467,371.8903,346.0723,224.1171,246.5566,237.7044,141.4333,204.0523,193.4178
TRO,55.5022,56.6644,218.1878,217.7668,103.8485,121.8121,100.9101,21.4752,46.2472,503.5892,34.0952,31.0147,96.4451,52.0352,156.8567,71.7131,116.7171,87.8026,79.4425,42.2427
TROAP,271.5769,26.0785,207.5769,279.7466,33.598,345.6376,568.4177,526.1419999999999,106.8992,1278.1888,3.372,22.2576,17.7804,17.3451,11.094000000000001,70.0057,22.7741,8.0683,10.453,26.4977
TROVE2,1512.6974,1537.3305,1028.507,937.1007,1334.5144,1116.8221,899.8371,957.3691,1189.1281,855.1121,946.0097,880.4367,1130.9404,935.2644,1001.9753,723.7109,806.5343,690.5411,795.4669,826.7281
TRPA1,3.55,0.3348,129.1122,152.91299999999998,0.6109,2.0302,12.1348,6.1741,9.0978,2.4406,3.7692,0.3685,1.6164,1.9465,0.0,2.2766,0.4745,0.9492,0.0,14.3203
TRPC1,47.4736,28.0102,286.1643,142.8646,39.0959,89.2617,174.99599999999998,43.4872,56.1031,155.2733,89.17200000000001,87.2059,139.5491,61.6713,146.9954,55.2077,102.4833,115.3299,88.5017,60.6759
TRPC2,1.7454,2.5757,1.6580000000000001,3.8289,3.0544,0.6711,0.6387,0.8053,0.0,1.1044,16.8602,28.0956,3.7716,0.9636,6.4715,5.1224,7.5914,13.7636,13.9373,9.2166
TRPC3,2.7926,3.2196,8.953,4.5468,53.7569,6.7114,5.1094,2.1475,8.3397,3.0922,15.7362,10.5815,50.6472,22.1631,42.8351,4.5532,10.4381,31.3242,5.2265,6.9124
TRPC4,4.887,6.7611,14.9217,11.7259,14.661,5.7047,8.9414,2.1475,24.2608,3.9757,13.8629,11.6761,22.0908,16.3814,25.2696,6.2607,26.0953,22.3066,27.1777,45.3149
TRPC4AP,3780.0855,4355.1086,4048.0809,2847.2408,2362.248,2963.4228,3460.3225,3172.69,3361.6376,2563.6665,2521.9183,2762.8583,2472.5515,2390.7262,2257.9353,2538.4178,2444.417,2460.3702,2502.439,2887.8648
TRPC5,1.3963,0.0,0.0,0.0,0.0,0.6711,0.0,0.0,0.0,0.0,0.0,0.3649,0.0,0.0,0.0,0.0,0.0,0.0,1.7422,0.0
TRPC6,138.9301,1064.3889,1346.9286,1210.1611,397.0678,622.4832,74.7246,40.8028,757.3919999999999,50.3589,780.8168,364.8783,898.179,435.5535,745.7627,318.1559,962.2045,820.5980000000001,659.9303,191.2442
TRPC7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRPM1,0.3491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0946,0.5388,4.8181,0.0,1.7075,0.9489,0.4746,0.6969,3.4562
TRPM2,99.1361,158.4027,147.2271,766.9698,161.8815,793.6242,158.3905,605.0633,274.4503,341.6897,124.3912,202.5074,151.4027,581.0592,63.4823,203.1873,218.2515,162.7907,124.7387,252.3041
TRPM3,0.0,0.6439,0.6632,0.0,2.4435,1.3423,25.5469,0.0,3.0326,1.5461,1.8734,2.5541,1.6164,0.9636,1.5408,1.7075,1.8978,3.3223,1.0453,0.384
TRPM4,727.1141,947.8406,475.5036,2377.9654,567.5015,618.4564,190.9628,830.2843,626.9901,469.1331,699.5129,642.9155,880.9374,441.3352,1070.5701,808.1958,1006.3293,1325.1068,1247.7352,796.467
TRPM5,1.0472,2.2537,0.0,4.7861,1.8326,7.047000000000001,0.6387,0.5369,15.9212,0.6626,0.7493,0.3649,1.6164,0.0,0.6163,2.2766,0.4745,0.9492,0.3484,0.384
TRPM6,0.6981,2.8976,2.6527,1.1965,7.3305,43.2886,1.2773,6.711,3.7908,2.6505,7.8681,7.6624,13.47,4.8181,14.792,8.5373,14.7083,21.3574,20.9059,34.9462
TRPM7,564.7962,644.5574,618.42,658.3257,949.2975,572.8188,300.1756,440.7782,990.1439999999999,690.0055,671.0378,615.1848,531.7952,872.0706,620.9553,764.9402,774.3184,524.9169,663.7631,681.2596
TRPM8,16.7554,47.3276,54.0496,106.251,2.4435,306.3758,157.7519,5.6372,10.6141,509.111,0.3747,5.8381,5.9268,0.9636,1.5408,0.0,2.8468,0.9492,5.5749,2.3041
TRPS1,389.9119,139.4073,382.3261,292.66900000000004,191.2034,143.9597,245.2499,363.4675,460.9553,324.0199,136.7553,174.0469,205.8215,269.8119,199.3837,179.2829,307.45,215.9468,180.4878,318.7404
TRPT1,437.7345,175.4664,304.4019,295.3013,329.8717,212.0805,320.6131,681.8371,422.2896,539.8123,369.4268,309.7817,394.4013,223.5584,231.1248,323.2783,216.8281,243.4741,224.3902,158.2181
TRPV1,227.3357,155.8496,148.9613,177.3651,302.9933,59.396,111.7675,73.5928,94.7688,113.9702,37.4672,60.2049,15.0864,23.1267,70.2619,51.7928,73.5413,44.6132,46.0314,34.9462
TRPV2,529.191,490.0181,625.0518,910.313,599.2669999999999,669.4631,294.4276,247.5015,208.4913,240.9718,4041.5886,5207.1779,3217.7114,1294.1335,1600.3082,1878.7706,1961.8914,1904.6037,2395.1220000000003,4146.3134
TRPV3,0.8552,1.6098,14.2585,4.1663,11.6066,0.6711,5.747999999999999,2.8294,0.0,2.8713,0.0,0.0,0.5388,1.3780000000000001,0.3082,1.7075,3.7957,4.0959,0.6969,4.9923
TRPV4,76.4465,143.5927,58.0287,408.9708,55.5895,176.1745,97.0781,87.7798,14.4049,276.0906,267.5159,464.8549,52.8024,79.98,164.86900000000003,170.1764,148.0315,110.1092,128.9199,157.4501
TRPV5,0.0,0.0,0.3316,0.2393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7298,0.5388,0.9636,0.0,0.0,0.0,0.0,0.0,0.0
TRPV6,132.6468,40.8885,1.3264,1.6751,4.2761,0.6711,1.2773,6.9794,0.0,37.1066,13.4882,13.5005,18.858,4.8181,58.2435,25.6118,50.7672,29.4257,37.6307,9.2166
TRRAP,1766.5905,1891.8821,1368.2003,1606.2693,1691.4478,1176.349,1711.9336,4239.5879,2390.8112,1498.6879999999999,726.2645,681.4029,461.7836,623.5739,1563.168,1517.0632,1594.8493,1325.9374,1461.892,1456.4631
TRUB1,481.7174,785.8964,864.7932,561.6468,546.7318,956.0403,492.4158,595.9364,546.6262,490.9994,472.4616,389.69,591.0632,609.004,379.3529,336.93800000000005,255.7338,203.607,321.2544,267.2811
TRUB2,551.1825,555.6973,655.2267,579.3554,852.1686,935.5705,503.9119,1176.3032,648.2183,1090.2264,511.4275,410.1232,612.6152,508.7882,431.43300000000005,504.8378,402.3419,308.0209,366.2021,366.3594
TRY6,0.0,3.2196,2.6527,0.4786,0.0,1.0067,0.0,0.5369,0.0,0.0,0.0,1.4595,2.1552,0.0,0.0,0.5692,19.4529,0.0,13.9373,1.5361
TRYX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSC1,867.4404,939.1478,342.535,554.9463,1113.6225,602.0134,385.7576,413.1289,1235.0265,812.5897,531.6598,599.8599,269.9386,472.1708,813.5593,807.0575,802.7860000000001,732.3208,657.1429,639.7849
TSC22D1,2659.9179999999997,4889.8787,5467.6283,3732.1875,7643.8607,2396.9799,5427.4309,14771.7054,5757.392,3277.0845,10992.5066,9238.3531,10529.2225,8816.1039,9284.7458,5458.7365,4690.9843,12229.2359,8844.9477,5021.5054
TSC22D2,760.9739,522.5358,1539.2523,632.4809,386.68300000000005,564.4295,432.3806,330.9863,349.5072,1030.5908,635.0693,808.9351,686.9695,477.9525,799.6918,559.4764,685.5945,1450.4034,659.9303,1030.3379
TSC22D3,4793.0884,1940.4332,5234.8504,2380.837,7805.1313,2438.9262,3554.2072,2804.659,1722.5171,8782.5511,11487.8232,10742.0165,13907.4962,7080.6352,5316.7951,3829.8236,3851.1904,13323.2084,17727.1777,8814.1321
TSC22D4,810.1929,1255.3093,1195.3909,1180.0088,1237.0189,1280.2013,955.4527,6213.5761,1351.0235,1553.8377,1505.4327,1435.796,1119.0868,1133.21,1456.3945,1901.5367,1486.0082,1419.5539,1373.1707,1102.1505
TSC2,2711.9295,2738.2419,800.7958,1521.4958,2932.1929999999998,1515.7718,2773.1119,1311.8653,1451.0993,1279.2932,1193.7055,1223.8017,855.075,799.7996,2025.2696,1601.5936,1643.5288,1920.7404,1655.4007,1624.424
TSEN15,1092.2419,949.4504,747.7410000000001,1200.3496,609.6518,1457.3826,797.7008,749.4839,227.445,2096.7421,672.9112,624.6716,1065.7457,972.2865,557.7812,479.7951,527.5993,537.2568,462.3693,440.0922
TSEN2,140.3264,78.5574,112.4098,111.0371,152.1075,70.1342,110.4902,142.81,169.0675,67.8078,125.8898,141.5728,115.8419,79.98,103.8521,97.325,118.615,96.8201,108.3624,118.2796
TSEN34,1159.2635,1450.0931,758.6836,950.0375,1233.3537,1253.6913,1714.8331,1951.8258,781.6528,925.0138,1198.9509,1054.1333,952.059,850.8711,850.8475,907.7974,765.7782,961.0821,980.8362,893.2412
TSEN54,686.9709,621.0545,803.7802,780.1315,458.1552,1330.8725,890.3082,926.9226,326.7627,618.4428,446.2345,386.4061,473.6049,334.374,393.8367,602.1628,433.6563,430.4699,388.5017,365.2074
TSFM,986.8226,690.2752,815.7175,804.3013,679.2914,997.6510000000001,894.1402,1181.672,532.2214,771.9492,541.4013,472.5174,703.6723,611.8949,422.4961,569.7211,321.6838,256.7632,382.5784,456.2212
TSG101,1515.6645,1429.1659,1839.675,1383.6566,1717.7764,1727.8523,1324.6048,2254.089,2184.9886,1817.3385,1799.5504,1815.9992,1906.8119,1609.2353,1325.4237,1299.3739,1273.9246,1252.9663,1261.3239999999998,1247.6959
TSG1,0.0,0.0,0.0,1.1965,0.0,0.0,0.0,0.0,0.0,0.2209,0.3747,0.0,0.0,0.0,0.0,0.5692,0.0,0.0,0.0,0.0
TSGA10,86.5695,71.4744,94.5039,36.8528,36.6524,32.8859,28.1015,8.5901,25.7771,26.2838,86.1746,140.843,18.3192,37.5809,79.5069,51.2237,23.723000000000003,12.3398,30.662,14.5929
TSGA10IP,1.3963,0.9659,0.3316,1.9144,0.0,0.6711,0.0,0.0,0.7582,0.6626,3.7467,1.0946,1.0776,0.0,1.2327,2.8458,4.2701,3.3223,3.1359,0.384
TSGA13,0.0,0.0,0.0,0.0,0.0,1.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSGA14,257.6141,202.1888,432.3966,233.5609,243.7385,205.7047,362.7654,178.24400000000003,241.8499,479.2932,177.5946,219.6567,211.7483,165.7416,225.5778,172.453,165.5865,127.6697,181.8815,110.5991
TSHB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4746,0.3484,0.0
TSHR,1.0472,7.082999999999999,1.3264,19.8622,15.2718,2.349,5.747999999999999,0.2684,0.7582,0.2209,0.0,1.4595,0.5388,1.9272,6.4715,5.1224,1.4234,0.9492,7.6655,0.384
TSHZ1,657.9981,697.6802,332.5873,425.0042,723.8852,452.6846,823.2476,193.8135,739.1964,648.2606,570.6257,388.2305,443.4321,417.2448,768.2589,599.8862,835.0493,705.7428,690.2439,425.4992
TSHZ2,117.9859,29.62,28.1854,44.9892,14.661,19.7987,20.4375,7.2479,120.5459,59.8564,17.9843,16.4195,15.0864,23.1267,31.433000000000003,31.8725,50.2927,61.6991,24.7387,40.3226
TSHZ3,62.4836,114.9386,161.1539,539.6309,127.0617,47.9866,118.7929,51.272,82.6384,65.82,159.2357,133.1806,177.8039,160.9235,396.9183,121.2294,323.5816,271.476,248.7805,232.3349
TSIX,0.0,0.0,15.7407,2.6443,0.0,0.45299999999999996,47.9195,0.8617,0.0,0.0,242.4091,355.8804,73.2444,0.0,68.567,349.2316,193.3946,0.0,223.7561,0.0
