fnames,Sample0,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19
DNALI1,124.6182,422.0853,425.4331,297.6944,224.1906,142.6174,497.5251,15.5695,64.4428,382.7719,744.8483,1259.9247,272.0938,518.4243,691.5254,542.971,367.2319,513.0517,382.5784,605.6068
DNASE1,119.7312,85.9624,74.2767,200.7762,151.4966,65.1007,189.0468,95.833,43.9727,53.0094,14.9869,7.6624,9.6984,14.4542,25.5778,48.9471,33.2122,22.7812,24.3902,13.8249
DNASE1L1,533.1425,317.7487,598.8958,1438.4931,497.5382,632.094,267.6353,484.5634,754.3973,1552.4129999999998,842.4016,928.7721,829.4389,1606.8648,636.5269999999999,760.4838,682.5247,766.3645,654.8641,780.1767
DNASE1L2,43.6338,17.3857,7.9582,10.0508,12.2175,8.3893,26.1855,2.416,9.0978,15.0193,0.7493,6.5678,3.2328,1.9272,2.1572,2.2766,2.3723,2.8477,0.6969,1.5361
DNASE1L3,10.8212,18.6735,4.6423,1.9144,24.4349,44.9664,0.6387,6.4426,4.5489,1452.899,325.2154,166.7494,109.9151,154.1782,1582.7427,1468.9812,971.2193,606.5496,304.878,483.871
DNASE2,1719.8708,2162.2614,1310.1219,2106.1158,1153.9401,2156.0403,1143.8608,1088.7918,1332.0697,3288.349,3219.1832,3306.5269,2608.8678,3612.5887,1827.4268,2236.1981,2191.0555,1722.3541,2164.4599,2987.7112
DNASE2B,4.1888,9.9807,3.6475,11.9652,12.2175,10.7383,0.6387,0.2684,2.2745,1.5461,243.5369,242.6441,24.246,51.0715,28.6595,75.1281,70.2201,51.2577,56.446000000000005,165.8986
DND1,127.6237,51.5742,67.5189,61.092,87.3244,69.1879,59.1665,72.0761,63.6846,88.6737,42.7651,83.0901,54.117,50.1079,61.2974,67.9909,55.3078,57.0432,55.1882,69.3817
DNER,12.9156,24.1468,546.4644,19.3836,20.1588,17.1141,17.8828,2345.627,134.9507,2.2087,75.3091,108.3688,15.6252,18.3087,69.6456,26.7501,13.7593,9.0176,12.892000000000001,4.6083
DNHD1,434.5929,90.1479,49.4073,182.5891,155.7728,55.3691,40.875,76.5053,50.7961,125.6764,61.8209,127.7074,20.4744,58.7805,93.6826,125.2134,77.8114,138.5857,88.5017,116.7435
DNLZ,51.6624,94.3333,65.6553,104.8152,113.0116,126.5101,72.1699,501.1771,47.7635,189.7294,292.2443,167.84400000000002,227.3734,84.79799999999999,103.2357,134.889,105.8045,121.9744,97.9094,125.9601
DNM1,49.568000000000005,80.4892,134.295,234.7574,72.0831,499.3289,170.5253,55.0302,50.0379,430.0387,90.6707,72.2459,53.3412,59.7441,133.1279,126.9209,245.2957,323.683,188.1533,152.4578
DNM1L,1071.6467,1295.2319,715.5766,1271.6623,1092.8528,1032.2148,1907.0733,2377.3029,1416.2244,1510.7675,796.9277,924.6016,1112.6212,1100.4471,890.2928,828.1161,921.4010000000001,789.2738,855.0523,1122.8879
DNM1P35,19.897000000000002,15.7759,11.9373,38.0494,9.774,30.2013,10.8574,7.7848,8.3397,49.6963,16.4856,8.3922,6.4656,6.7453,12.0185,6.8298,15.1827,17.0859,15.6794,6.5284
DNM2,2228.2712,3995.5602,2130.9724,2588.1845,2818.9432,2539.3859,2596.4362,2340.8783,3123.3131,4592.804,4549.8501,5379.4406,3344.922,3618.5534,3530.4499,3933.6198,3835.9365,4336.9673,4143.3798,6129.7273
DNM3,166.8557,85.3185,65.6553,131.6173,97.7398,97.65100000000001,12.1348,9.9323,25.7771,21.6455,103.0348,80.2732,174.0323,105.0339,275.1926,171.8839,212.558,220.6929,286.7596,160.5223
DNMBP,688.0705,1576.8088,1416.8051,584.0026,1212.1136,1380.2651,1477.4198,1244.2722,1550.5534,180.0861,358.9547,435.8216,282.2771,233.5704,698.7519,466.3062,641.3084,584.9739,639.439,780.6836
DNMT1,1869.2731,2124.5924,1155.9314,1049.1094,907.1472,1481.2081,2419.9266,1271.5993,769.5224,3106.3501,608.8423,714.0668,578.132,612.8585,1118.0277,1772.3392,1176.1859,981.0157,975.9582,1308.3717
DNMT3A,901.9984,1338.3741,617.4252,1082.3727,620.0367,721.1409,980.9995,632.1757,1182.7142,571.8388,307.9805,311.2412,265.0894,242.8307,421.2635,419.465,402.3419,276.2221,386.0627,318.7404
DNMT3B,164.0632,91.4357,78.919,100.5077,34.2089,186.9128,148.8105,75.9685,61.4102,91.4412,10.4908,7.6624,15.0864,14.4542,32.6656,35.2874,35.11,26.1035,22.9965,8.4485
DNMT3L,0.3491,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNPEP,1052.4479,1053.7644,1780.6516,1154.1639,1119.1203,1750.3356,1389.7493,1419.2412,1067.4754,2238.5422,1799.1757,1496.3658,1641.1837,1413.6216,1489.3683,1236.7672,1207.5003,1541.5282,1207.3171,1144.3932
DNTT,0.0,0.9659,0.0,1.1965,0.0,0.3356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1383,0.0,0.0,0.0,0.0
DNTTIP1,720.4817,1778.4889,6846.3898,677.2307,845.449,3385.2349,2285.8055,1507.5579,828.6581,1218.3324,639.5654,876.8025,604.5332,465.4255,419.4145,486.6249,393.8017,530.1376,434.8432,740.7834
DNTTIP2,1263.2865,1025.4322,1317.7485,1104.3887,1547.3427,1231.2081,1065.3042,2160.1351,2429.113,1043.6223,1182.84,1498.1902,1057.6637,1433.8575,1040.0616,1040.4098,962.679,1147.1286,934.8432,1310.6759
DOC2A,87.1036,9.2176,50.3888,2.0484,4.5327,0.7114,1.3604,0.5691,3.9272,89.6764,14.5635,12.5117,2.3115,1.0311,13.0817,10.9277,4.0044,1.5330000000000001,4.8014,0.4109
DOC2B,3.8398,42.1763,4.3107,7.1791,23.8241,24.4966,29.3789,17.717,115.99700000000001,0.8835,6.7441,8.3922,6.4656,10.5998,41.9106,18.782,44.5992,20.8828,29.9652,51.8433
DOCK10,350.1178,702.1876,546.1328,692.5462,335.3696,459.7315,246.5272,196.7664,351.0235,123.4677,348.8198,564.4667,402.4833,428.8082,400.0,934.5475,735.4127,428.5714,559.5819,668.9708
DOCK11,792.3903,405.6655,438.3652,565.4757,407.4527,513.4228,177.5507,83.7532,326.0045,385.6433,1350.6931,1641.9522,1241.9332,776.6728,940.5239,1081.3887,1384.9482,1151.4001,1239.7213,1457.3733
DOCK1,1139.0174,3254.0166,634.0048,1155.5997,1301.1607,1836.5772,884.5601,1055.7737,2360.8795,538.7079,1071.5624,942.8455,968.2229,674.5298,1767.6425,986.9095,1971.3806,1476.0323,1714.2857,1329.1091
DOCK2,566.1925,885.059,1428.1688,1234.3308,635.3085,684.8993,277.1835,259.5813,275.2085,251.132,1526.4144,1881.6773,892.791,1701.7422,771.9569,2243.597,1523.4905,1464.6417,1505.9233,2885.5607
DOCK3,27.5766,13.2002,3.6475,320.4283,18.9371,23.1544,3.832,45.3663,83.3965,86.8029,11.9895,28.0956,18.858,2.8908,10.4777,13.6596,31.7888,12.3398,13.9373,23.8095
DOCK4,422.3754,896.0056,203.9294,551.1175,684.7892,424.8322,233.7538,479.9704,537.5284,148.4263,1139.378,894.3167,1175.122,1214.1536,2294.2989,875.9249,1665.354,1771.7133,1528.223,1004.6083
DOCK5,677.197,526.3992,780.9003,413.039,1682.9566,160.7383,1384.0013,745.9942,1199.3935,377.6919,199.7003,250.9122,122.3075,173.4505,297.9969,284.0068,432.7074,394.8742,422.2997,838.3257
DOCK6,818.9196,1212.489,1036.2265,941.1832,1214.4166,814.7651,1219.224,655.7984,1107.6573,602.54,973.3983,779.7449,1314.6711,602.2587,2736.8259,1015.3671,2093.3168,2434.2667,1961.6725,1400.9217
DOCK7,574.2211,668.0602,502.3626,836.1287,574.2211,552.6846,515.408,772.3013,545.1099,580.011,393.4058,500.9779,462.2901,418.2084,541.4484,398.4064,573.1475,532.0361,527.1777,634.4086
DOCK8,691.1214,779.7695,691.0387,1465.7379,1392.7917,775.4866,349.99199999999996,279.7143,352.5398,194.7675,1883.2971,2526.0523,1236.5452,1301.5823,1538.3667,3227.0916,2115.1419,2016.1367,2244.899,3376.3095
DOCK9,1350.2051,3848.6707,1307.4691,1825.8907,2348.1979,601.0067,1947.3096,590.2991,1645.9439,1455.1077,1873.3608,1431.0526,1361.0079,1193.9177,4473.0354,2012.5213,2781.2835,2774.5609999999997,4174.5645,2932.0276
DOHH,162.3178,207.3401,190.6657,226.62099999999998,149.0531,249.3289,215.2323,153.5476,85.671,263.28,275.7587,206.5211,286.6414,132.9787,268.4129,277.7462,218.2515,229.7105,325.4355,351.3825
DOK1,677.197,520.2821,407.5271,560.9289,425.168,546.3087,346.16,196.4979,180.4397,485.9194,755.7138,1002.6855,718.2199,635.0216,517.1032,844.6215,652.8567,421.4523,619.1638,706.9892
DOK2,396.5442,293.9465,397.5794,576.0051,433.1093,674.1611,179.4667,165.8958,66.7172,235.2292,2302.7351,3745.8404,1661.1193,988.6679,934.6687,1654.5248,1414.3647,1068.8182,1361.6725,2270.3533
DOK3,224.8015,140.3731,161.4855,644.2068,252.9016,321.1409,160.3066,116.2344,96.2851,112.8658,754.5897,939.5616,475.7601,553.1144,310.9399,928.8560000000001,548.95,407.6887,524.7387,1087.1736
DOK4,2209.966,7197.6645,488.4357,881.5965,911.4233,919.7987,2304.9657,164.5536,4862.0167,226.83599999999998,1540.2773,1325.2379,1739.7839999999999,1184.2815,1677.0416,1916.3347,1636.8864,1678.6901,1638.3275,1311.0599
DOK5,548.739,46.0398,27.5222,46.9036,4.887,97.3154,9.5801,4.0266,8.3397,32.2474,4.4961,6.9327,37.716,13.4906,9.5532,9.6756,30.3654,19.9336,22.6481,32.6421
DOK6,27.5766,44.43,30.5065,37.5708,95.2963,15.1007,60.0351,22.5489,78.0895,3.7548,89.17200000000001,40.1366,225.2182,82.8708,290.2928,72.2823,157.9951,193.6402,145.993,75.2688
DOK7,44.681000000000004,52.4789,87.87200000000001,48.1001,28.1002,145.6376,7.0254,35.9709,50.7961,23.1916,107.1562,77.7191,65.1948,18.3087,243.7596,112.6921,193.1051,322.2591,95.12200000000001,64.9002
DOLK,391.6572,395.6848,327.6134,413.2783,546.121,612.7517,406.1951,448.5629,486.7324,870.4583,539.1532,456.4627,615.8480000000001,472.1708,509.0909,520.2049,480.1533,423.8253,458.5366,447.7727
DOLPP1,410.8561,462.0079,347.8405,407.0564,490.5315,534.5638,360.2108,803.1719,559.5148,791.1651,323.7167,334.9583,339.9826,445.1896,266.8721,347.1827,306.501,212.6246,252.2648,378.2642
DOM3Z,274.53700000000003,283.6278,171.7815,287.3157,368.9493,198.1779,349.5449,230.8126,812.9644,531.4059,226.7141,250.7371,185.04,238.5619,128.7951,216.1127,195.4585,217.4134,223.9895,203.5676
DONSON,350.0026,133.9147,289.0127,279.0526,151.4722,203.1309,168.9414,204.6182,151.1751,696.3379,48.6399,108.4637,81.4719,100.6784,68.0,97.7917,72.1226,71.27199999999999,84.6934,105.1382
DOPEY1,478.5304,963.2527,304.1897,464.9321,496.1026,345.2114,328.37300000000005,187.0569,716.5656,431.4898,407.9618,382.064,310.8281,331.1652,481.171,471.4115,566.2868,434.2857,504.4913,439.543
DOPEY2,864.2988,1026.3980000000001,839.2605,1050.5452,895.5406,539.2617,696.7907,417.1555,1130.4018,243.6223,396.4031,570.6696,235.4554,458.6802,493.3744,555.4923,614.8999,507.3564,536.5854,620.9677
DOT1L,941.0804,688.0215,334.9084,930.6467,447.7703,491.6107,828.9957,457.6899,810.4625,926.7764,591.2289,1026.7638,454.2081,463.4887,982.1017,912.9197,1101.691,1203.085,1305.5645,2126.3402
DPAGT1,1808.1752,971.3209,793.9119999999999,914.2639,950.2077,1022.2987,1192.5722,1150.6511,1458.9689,755.1276,732.1019,681.5087,740.37,841.3217,676.7427,847.1030000000001,768.8337,744.186,831.3136,805.4992
DPCD,254.6749,278.0998,386.1494,292.2406,198.9432,252.6309,337.7998,430.6284,342.3124,133.6433,299.8389,380.0718,258.8717,194.8138,223.2943,155.0313,158.9535,125.6194,169.3693,125.45700000000001
DPCR1,64.5781,63.4255,22.2167,239.7828,233.3537,20.8054,1.916,1.8791,78.8476,3.7548,170.4758,182.4391,50.1084,81.9072,37.2881,237.9055,134.2721,259.6108,91.9861,321.0445
DPEP1,9.774,22.8589,30.5065,46.425,9.774,283.8926,28.7402,7.5163,16.6793,4.4174,17.6096,5.4732,18.3192,4.8181,23.4206,29.0268,55.0373,3.7969,146.3415,4.6083
DPEP2,80.2862,52.157,55.7075,148.8472,165.5467,73.8255,41.5137,32.2128,16.6793,41.523999999999994,871.8621,561.5477,585.6752,545.4055,292.7581,417.7575,366.283,461.3194,558.5366,527.6498
DPEP3,0.6981,0.6439,0.9948,0.7179,1.8326,3.6913,0.6387,0.2684,0.0,0.0,0.7493,1.8244,1.6164,3.8545,0.3082,1.1383,4.2701,1.8984,0.3484,1.9201
DPF1,3.1416,1.9317,17.2428,1.1965,2.4435,0.6711,7.0254,2.6844,1.5163,41.0823,0.0,4.0137,1.6164,0.0,2.1572,0.5692,0.9489,2.373,4.878,1.1521
DPF2,1266.7772,1534.4457,1152.2838,995.7446,1216.2492,922.4832,1068.4975,974.7049,1188.0212,1477.8575,1058.4489,937.7372,825.9798,822.9263,1134.0524,1278.3153,1129.2144,894.1623,911.8467,964.6697
DPF3,9.0758,12.8783,5.9687,4.5468,5.4979,7.3826,12.7734,6.4426,6.0652,4.1966,5.9948,7.2976,5.388,4.8181,12.6348,30.1651,16.6061,5.2207,8.7108,3.8402
DPH1,578.5671,609.9889,692.2523,624.7681,717.587,509.6779,492.4733,287.4104,347.7862,521.1728,548.5688,554.1662,425.0105,452.7058,528.3297,465.9476,460.3826,496.3313,535.5087,492.0507
DPH2,498.4728,465.5494,403.2164,535.5627,481.9792,992.953,467.5076,698.2119,893.8589999999999,854.3346,378.7936,391.8793,427.2681,481.80699999999996,361.171,476.3802,349.6769,295.6811,367.5958,465.8218
DPH3,571.0795,464.9055,836.2762,611.9007,679.9023,538.255,758.1031,493.1239,682.3351,481.9437,1281.7535,1636.1142,1497.3242,1133.21,800.9245,664.2003,705.0473,914.0959,665.1568,1056.0676
DPH3B,16.7554,5.4733,6.9634,23.9304,18.3262,15.7718,18.5215,15.8379,21.9864,60.7399,12.3642,6.5678,14.5476,15.4178,22.4961,18.782,22.2996,23.7304,27.1777,9.9846
DPH5,394.565,208.628,267.1309,433.7244,333.0238,341.9765,320.115,844.9760000000001,455.8453,221.6654,397.8194,275.235,463.6533,501.3587,275.4237,361.5424,297.9608,197.0337,234.21599999999998,157.4501
DPM1,388.1665,521.5699,763.3259,541.7846,442.2724,609.396,698.7067,687.4743,467.7786,1468.5809,608.4676,831.5576,786.6475,740.0555,383.0508,390.4382,343.9834,345.0403,403.8328,397.8495
DPM2,961.3404,931.7428,618.7516,759.0728,1221.7471,1030.5369,945.2339,1524.2012,1373.7679999999998,1524.0199,1020.9816,880.8162,732.7675,922.1785,608.0123,965.2817,675.6308,731.8462,945.6446,895.1613
DPM3,245.7457,333.5472,226.1461,518.3328,399.5113,520.1342,578.6364,535.0005,285.0644,1298.0674,632.0719,657.8755,790.4191,456.75300000000004,289.0601,328.9698,264.2741,326.056,331.0105,285.7143
DPP10,10.8212,122.6655,0.3316,251.2694,27.4893,42.6174,3.832,0.0,58.3776,0.0,4.8707,4.3785,11.3148,1.9272,5.2388,13.0905,2.8468,4.7461,2.439,19.9693
DPP3,1475.1724,2181.2826,1129.404,1099.3633,1456.9334,1834.2282,1178.9877,1467.5604,1344.9583,1899.4898,927.6883,1009.9831,846.993,1082.1385,697.9969,1026.181,784.2821,838.6331,987.8049,1445.4685
DPP4,18663.4087,9033.4618,4102.7937,803.5833,533.9035,1437.2483,4963.7554,48.3192,1100.8339999999998,837.1066,1096.6654,1538.6917,1663.8133,3039.2384,522.9584,1998.2925,1358.8529,891.7893,1495.4704,1384.7926
DPP6,3.1416,4.1854,2.3211,8.3756,5.4979,0.3356,1.2773,6.711,2.2745,1.1044,8.6175,6.9327,144.9371,11.5634,162.0955,23.9044,90.1474,138.1111,37.6307,14.2089
DPP7,1479.3612,1636.506,1376.7719,2362.1713,2414.1723,2145.9732,1967.1084,1228.649,1667.1721,5419.5472,4096.6654,3349.9475,3567.9312,2882.1693,2468.1048,2751.8497,2329.5978,2647.3659,2900.0,3096.3902
DPP8,370.3639,295.2343,424.1068,342.4442,408.0635,302.349,302.0916,180.3915,557.9985,306.57099999999997,238.2915,231.3328,234.9166,342.0829,331.2789,305.6346,321.2093,249.644,327.5261,380.9524
DPP9,1300.6371,1657.1113,1691.1216,1779.705,2145.9988,1296.9799,1986.2686,2021.3517,1385.1403,1291.6621,1380.6669,1855.0412,878.7822,1388.5677,1217.5655,1598.7479,1594.185,1424.3,1717.77,2193.9324
DPPA2,0.0,0.0,0.0,115.8232,0.0,0.6711,0.0,0.0,0.0,0.6626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPPA3,1.7454,0.322,0.0,0.0,0.6109,0.0,0.0,0.0,0.0,0.0,0.0,0.7298,0.0,0.0,0.6163,1.1383,0.0,0.9492,0.0,0.0
DPPA4,0.6981,1.9317,0.0,0.4786,0.0,1.0067,0.0,0.5369,0.7582,0.4417,0.3747,0.7298,2.1552,2.8908,0.6163,3.9841,0.0,0.4746,1.3937,1.5361
DPPA5,0.0,0.0,0.0,0.2393,0.0,1.3423,0.0,0.0,0.0,1.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPRX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3747,0.0,0.5388,0.0,0.0,0.0,0.0,1.8984,0.0,0.0
DPRXP4,6.6323,2.2537,1.9896,6.2219,3.6652,2.6846,0.6387,0.2684,1.5163,1.767,0.3747,1.4595,0.0,0.9636,1.5408,2.2766,3.3212,0.9492,0.6969,1.5361
DPT,209.0933,114.9386,203.2662,3183.4631,170.4337,327.8523,1397.4134,535.8058,44.7309,106.4605,1003.372,453.1788,4514.0633,780.5273,3472.4191,1665.3386,1881.2332,2650.2136,1700.6969,323.7327
DPY19L1,4270.8788,1191.8838,6382.8235,4425.691,1722.0525,1532.8859,2540.6355,1024.9032,2000.0,1209.4975,821.2814,820.2464,1394.9523,814.2538,1077.9661,759.2487,1018.1908,1058.3768,1336.9338,1399.7696
DPY19L2,11.8684,8.3709,34.8172,18.905,3.6652,3.0201,54.2871,2.416,14.4049,58.5312,16.1109,15.3249,3.7716,9.6361,23.1125,11.383,12.8104,6.6445,9.4077,7.2965
DPY19L2P1,0.6981,1.2878,8.953,26.5628,0.0,3.0201,0.0,0.0,12.1304,5.3009,0.7493,0.0,7.0044,0.9636,4.6225,3.9841,2.8468,1.4238,1.0453,0.0
DPY19L2P2,21.9914,8.0489,53.718,6.7005,3.0544,3.6913,8.9414,5.6372,21.2282,99.1717,13.1135,19.7034,3.7716,8.6725,17.8737,22.7661,13.7593,9.4922,9.0592,4.9923
DPY19L2P4,1.0472,0.322,1.3264,0.4786,0.0,0.6711,0.6387,1.3422,0.0,2.4296,4.1214,1.8244,0.0,0.0,4.3143,0.5692,0.9489,0.9492,1.0453,0.768
DPY19L3,338.5985,485.8327,272.9006,257.9699,412.3396,317.4497,220.3417,121.3348,398.787,196.1347,206.4444,153.2489,172.4159,206.2134,349.4607,213.43200000000002,259.0551,245.3726,302.439,197.3886
DPY19L4,1215.1148,879.5858,963.6077,715.7587,752.5962,810.4027,1203.8959,1317.771,730.0986,811.2645,465.3428,705.6746,905.7222,718.8560000000001,955.6239999999999,495.7314,628.6593,532.9853,682.9268,456.9892
DPY30,1607.3095,611.9013,1328.9033,702.6712,677.4588,1440.9195,956.0913,1497.0431,332.0697,1080.6405,759.9663,841.548,905.5444,800.5994,471.6703,418.3836,376.5408,324.5895,403.8467,334.0668
DPYD,1522.2969,1112.0385,1343.6127,907.92,789.2486,669.4631,622.0661,1494.9413,851.4026,524.1303,1604.3462,1556.5707,1391.7195,1789.4311,1461.9414,1323.8475,1372.1378,1653.0612,1473.8676,1672.4270000000001
DPYS,0.6981,3.5415,1.9896,6.4612,6.7196,3.6913,52.3711,0.0,0.0,1.9879,23.979,4.7434,79.7423,24.0903,5.8552,15.3671,7.5914,8.543,3.4843,6.9124
DPYSL2,3013.5265,8241.7702,3041.0346,4816.4747,5389.7373,944.6309,1629.2512,372.32599999999996,3962.8506,2549.3098,7534.6572,6132.8741,9126.726999999999,6264.4542,10775.0385,5835.5151,10343.6987,11712.8619,9175.9582,8183.1797
DPYSL3,2389.7373,2250.1555,4251.0155,6616.2812,2139.89,1830.5369,3612.3264,854.1754,1526.9143,2735.5052,2543.2746,1776.5923,4148.2184,2360.8541,6638.2126,2887.3079,6055.0563,5426.673000000001,5778.7456,2854.0707
DPYSL4,12.2175,46.6837,19.564,71.0733,18.3262,24.1611,7.6641,1.8791,0.0,50.3589,2.6227,2.9189999999999996,10.776,3.8545,5.2388,39.2715,56.9352,9.4922,74.9129,5.7604
DPYSL5,0.0,0.0,0.0,0.2393,0.0,0.0,79.8339,0.0,0.0,0.2209,0.0,0.0,0.0,0.0,0.0,0.0,0.4745,0.0,0.6969,0.0
DQX1,5.2361,2.2537,4.6423,3.5896,1.2217,1.0067,1.916,0.2684,291.8878,1.5461,0.3747,3.6488,0.5388,0.0,2.1572,3.9841,0.9489,0.0,2.7875,0.0
DR1,1303.0805,1538.9531,1254.7459,1330.2918,1026.8784,1032.2148,1560.2746,1487.9618,2943.1387,1535.0635,1148.7448,1398.9433,2346.4724,1485.8927,1057.6271,1088.7877,920.9265,851.9222,1033.7979,960.0614
DRAM1,1035.6925,12788.765,1139.3517,2356.6673,6800.8552,2887.9195,5355.2611,970.1414,3211.5239,1632.6891,8937.0551,7639.0916,6755.4698,6522.7027,3924.4992,7265.2248,4961.9009,6275.7475,4057.1429,5382.1045
DRAM2,843.3546,353.5085,915.5268,1215.1865,725.1069,853.0201,597.7966,1751.5697,607.2782,830.4804,1566.5043,1590.1395,1457.453,1921.4462,779.0447,1122.9368,994.4678,842.43,816.7247,935.0998
DRAP1,1166.2449,1092.7211,1459.3385,1113.0036,795.3574,2120.4698,1092.767,1284.7529,686.1259,2286.2507,1443.6118,1500.0146,1845.3888,1223.7897,969.7997,1063.745,901.4737,1040.3417,1100.6969,1171.275
DRD1,61.0874,58.9181,1.9896,1.9144,3.6652,3.3557,0.0,0.8053,3.7908,0.0,26.6017,9.8517,19.3968,5.7817,37.5963,11.383,37.9568,20.8828,4.878,5.3763
DRD2,2.0944,4.8294,0.3316,3.111,0.0,1.3423,0.6387,0.8053,0.0,5.9636,2.6227,4.7434,0.5388,1.9272,4.0062,7.399,5.2191,0.4746,0.3484,2.3041
DRD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRD4,3.1416,0.9659,1.6580000000000001,8.6149,2.4435,6.3758,1.916,2.416,0.0,5.9636,2.9974,3.2839,1.6164,5.7817,4.3143,3.4149,2.8468,4.7461,5.9233,0.384
DRD5,2.0944,8.0489,0.3316,2.6323,4.887,3.3557,0.0,0.8053,0.0,0.8835,1.8734,0.7298,1.0776,0.0,1.2327,3.9841,18.0295,8.543,13.2404,1.1521
DRG1,974.9542,1082.7405,1386.7197,969.6604,745.8766,1081.5436,1171.9623,1188.6514,617.8923,1883.1585,1015.7362,930.8045,1292.5803,1194.8813,810.7858,828.1161,734.9383,615.0925,731.3589,761.9048
DRG2,550.1353,503.5403,527.8952,805.2585,698.2285,778.1879,961.8394,1388.1022,272.1759,383.2137,845.6351,760.0415,810.3547,655.2575,685.3621,775.7541,628.1848,656.3835,671.0801,579.1091
DRGX,55.8513,1.6098,34.154,0.0,1.2217,0.0,0.0,0.0,0.7582,0.0,0.3747,0.0,0.5388,0.0,0.3082,3.9841,0.4745,0.4746,0.0,0.384
DRP2,20.2461,1.9317,8.2898,8.6149,2.4435,1.3423,48.538999999999994,5.3688,6.0652,9.4975,7.4934,2.5541,2.1552,0.9636,0.6163,3.9841,1.8978,0.0,2.0906,1.1521
DSC1,0.0,1.0013,0.3316,2.7496,1.2217,1.1611,0.0,2.1475,0.0,1.9879,0.0,0.0,0.0,0.0,0.0,0.0,0.9489,0.0,0.0,0.384
DSC2,1189.6326,1259.8167,1647.0198,1352.0685,799.6335,994.6309,1102.3471,663.5832,446.5504,655.1077,582.2405,695.8229,605.072,322.8107,663.4823,461.5822,772.8951,530.1376,674.9129,962.3656
DSC3,3.8398,3.8635,18.2376,64.8514,3.0544,87.9195,1.2773,5.6372,0.7582,3.9757,17.9843,25.5415,1.0776,15.4178,26.5023,26.7501,32.7377,1.8984,4.878,9.9846
DSCAM,6.2833,0.322,0.3316,4.0682,0.6109,0.0,14.6894,0.0,0.0,0.0,0.3747,1.4595,2.694,0.9636,2.4653,0.0,2.8468,0.0,0.3484,6.9124
DSCAML1,36.6524,19.6394,86.5456,42.5961,12.8283,4.3624,312.3104,2.1475,2.2745,0.2209,10.4908,34.6634,8.082,13.4906,61.3251,34.1491,22.2996,11.8652,21.2544,18.4332
DSCC1,247.8401,93.3675,259.3053,97.1575,35.4307,217.1141,591.4099,166.7011,76.5732,314.0806,44.586000000000006,34.6634,65.1948,78.0527,66.8721,66.0216,43.6503,30.8495,53.6585,30.3379
DSCR10,0.0,0.0,0.0,4.3075,0.0,0.3356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSCR3,1237.8043,797.8088,1261.0462,1004.1202,1133.1704,910.4027,766.4059,859.2758,715.6937,1930.2043,1524.1664,1572.2605,1217.1484,1692.1061,1148.8444,1318.7251,1308.5602,1142.3825,1287.108,1478.1106
DSCR4,0.0,0.0,0.0,17.9478,0.0,0.3356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSCR6,26.5294,1.6098,16.248,26.8021,7.9414,9.396,148.8105,0.0,5.3071,182.8824,2.9974,10.2166,9.6984,2.8908,14.792,5.1224,4.2701,19.4589,8.3624,3.0722
DSCR8,0.0,0.0,0.0,229.0141,0.0,3.6913,0.6387,0.2684,0.0,0.4417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4746,0.0,0.0
DSCR9,1.7454,2.8976,5.3055,3.5896,2.4435,4.0268,0.0,0.2684,0.7582,2.2087,0.3747,0.3649,0.5388,0.0,0.9245,0.5692,0.0,1.4238,1.0453,0.384
DSE,850.7688,641.1672,813.7843,1463.0577,487.7886,589.4631,472.0294,2642.3093,255.6331,481.4622,1139.1195,962.9977,1366.148,1222.0841,679.5901,952.6124,1083.5808,970.6407,739.4146,1361.3825
DSEL,233.8773,419.1877,124.3472,187.1358,414.7831,341.2752,650.1677,126.1667,837.7559,124.3512,349.5691,209.4401,349.1422,231.2673,418.1818,210.5862,467.8174,397.2473,469.6864,246.9278
DSG1,0.0,0.322,0.6632,39.9638,0.0,3.6913,0.6387,1.6106,1.5163,1.3252,0.3747,0.3649,0.0,0.0,0.0,0.0,0.0,0.0,0.3484,0.0
DSG2,5082.3737,2165.1268,9127.7062,6439.1602,3577.8681,4353.3423,5247.2809,5312.1472,3443.5102,4181.1044,1022.8475,1035.8748,999.9636,1164.0456,1184.567,1015.3614,1629.2808,1211.177,1470.3659,1556.0369
